unit,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_1_rolling_mean,sensor_1_rolling_std,sensor_2_rolling_mean,sensor_2_rolling_std,sensor_3_rolling_mean,sensor_3_rolling_std,sensor_4_rolling_mean,sensor_4_rolling_std,sensor_5_rolling_mean,sensor_5_rolling_std,sensor_6_rolling_mean,sensor_6_rolling_std,sensor_7_rolling_mean,sensor_7_rolling_std,sensor_8_rolling_mean,sensor_8_rolling_std,RUL
1,26,0.0,0.0002,100.0,518.67,642.16,1589.08,1396.07,14.62,21.61,554.11,2388.07,9047.11,1.3,47.26,522.28,2388.06,8131.15,8.426,0.03,394,2388,100.0,38.86,23.4149,518.67,0.0,642.4366666666666,0.3089228598427109,1591.3366666666668,2.548064625028531,1398.0900000000001,1.7732456118649416,14.62,0.0,21.61,0.0,553.8666666666667,0.3308070938382305,2388.07,0.04999999999979536,166
1,27,-0.0012,-0.0004,100.0,518.67,642.44,1590.47,1401.84,14.62,21.61,554.07,2388.02,9047.96,1.3,47.37,522.0,2388.13,8134.6,8.4046,0.03,393,2388,100.0,38.99,23.4472,518.67,0.0,642.4566666666666,0.3053413390509068,1591.2166666666665,2.591955503731095,1399.0999999999997,2.8959109102316956,14.62,0.0,21.61,0.0,554.0600000000001,0.055677643629788255,2388.036666666667,0.028867513459441906,165
1,28,-0.0024,0.0005,100.0,518.67,642.35,1582.84,1399.13,14.62,21.61,554.68,2388.12,9049.84,1.3,47.41,522.57,2388.08,8127.3,8.4323,0.03,390,2388,100.0,39.01,23.2841,518.67,0.0,642.3166666666667,0.1429452109494635,1587.4633333333331,4.063795434483429,1399.0133333333333,2.8867686664040444,14.62,0.0,21.61,0.0,554.2866666666667,0.3412232895527444,2388.0699999999997,0.04999999999979536,164
1,29,0.0012,-0.0001,100.0,518.67,641.91,1584.83,1400.99,14.62,21.61,554.25,2388.05,9050.47,1.3,47.24,522.41,2388.06,8133.06,8.4189,0.03,393,2388,100.0,38.93,23.3597,518.67,0.0,642.2333333333332,0.2836077102855325,1586.0466666666664,3.9578318980637004,1400.6533333333334,1.3860134679479332,14.62,0.0,21.61,0.0,554.3333333333334,0.3134219732774685,2388.0633333333335,0.05131601439426709,163
1,30,-0.0022,0.0,100.0,518.67,642.2,1593.52,1396.08,14.62,21.61,554.37,2388.07,9045.62,1.3,47.4,522.19,2388.0,8137.86,8.4065,0.03,390,2388,100.0,39.05,23.411,518.67,0.0,642.1533333333333,0.22368132093090376,1587.0633333333333,5.679474740971137,1398.7333333333333,2.47891777462126,14.62,0.0,21.61,0.0,554.4333333333333,0.22188585654118217,2388.08,0.03605551275421822,162
1,31,0.0014,0.0005,100.0,518.67,642.02,1584.18,1396.9,14.62,21.61,554.13,2388.08,9058.78,1.3,47.41,521.95,2388.06,8125.28,8.4104,0.03,392,2388,100.0,38.94,23.3353,518.67,0.0,642.0433333333334,0.14640127504014067,1587.51,5.214949664186099,1397.99,2.630228126988154,14.62,0.0,21.61,0.0,554.25,0.12000000000000038,2388.066666666667,0.015275252315587663,161
1,32,0.0005,-0.0003,100.0,518.67,642.33,1591.38,1400.36,14.62,21.61,554.96,2388.04,9050.97,1.3,47.25,521.92,2388.07,8129.7,8.4148,0.03,392,2388,100.0,39.02,23.4999,518.67,0.0,642.1833333333334,0.15567059238470474,1589.6933333333334,4.893110803295251,1397.78,2.271651381704361,14.62,0.0,21.61,0.0,554.4866666666667,0.4271221527068499,2388.063333333333,0.020816659993977936,160
1,33,-0.0042,-0.0004,100.0,518.67,642.71,1588.4,1402.43,14.62,21.61,554.61,2388.04,9047.13,1.3,47.28,521.91,2388.08,8134.42,8.3753,0.03,392,2388,100.0,38.83,23.3506,518.67,0.0,642.3533333333334,0.34559128075433554,1587.9866666666667,3.617752525163552,1399.8966666666668,2.7939637315706762,14.62,0.0,21.61,0.0,554.5666666666667,0.41669333247940804,2388.0533333333333,0.023094010766702543,159
1,34,0.0015,-0.0001,100.0,518.67,642.54,1581.47,1400.48,14.62,21.61,554.3,2388.03,9046.46,1.3,47.47,521.7,2388.09,8126.61,8.4349,0.03,392,2388,100.0,38.81,23.3092,518.67,0.0,642.5266666666666,0.19035055380379706,1587.0833333333333,5.084509153628233,1401.09,1.162024096135318,14.62,0.0,21.61,0.0,554.6233333333333,0.3302019584023034,2388.036666666667,0.005773502691825369,158
1,35,0.0003,0.0002,100.0,518.67,642.44,1590.0,1403.0,14.62,21.61,554.3,2388.04,9045.76,1.3,47.31,521.75,2388.01,8140.17,8.443,0.03,391,2388,100.0,39.13,23.4164,518.67,0.0,642.5633333333334,0.13650396819661564,1586.6233333333332,4.5340526390117715,1401.97,1.321476447008837,14.62,0.0,21.61,0.0,554.4033333333333,0.17897858344831274,2388.036666666667,0.005773502691825369,157
1,36,-0.0004,-0.0002,100.0,518.67,642.54,1581.72,1405.54,14.62,21.61,554.53,2388.01,9044.56,1.3,47.25,522.32,2388.04,8132.48,8.4246,0.03,392,2388,100.0,38.86,23.4308,518.67,0.0,642.5066666666667,0.05773502691972442,1584.3966666666668,4.854238697605731,1403.0066666666664,2.530006587606501,14.62,0.0,21.61,0.0,554.3766666666666,0.13279056191313232,2388.0266666666666,0.015275252316642021,156
1,37,-0.0004,-0.0,100.0,518.67,641.99,1579.11,1398.9,14.62,21.61,554.63,2388.07,9055.44,1.3,47.29,522.29,2388.04,8131.95,8.4142,0.03,392,2388,100.0,38.99,23.4352,518.67,0.0,642.3233333333334,0.2929732638542846,1583.61,5.6856925699515015,1402.4800000000002,3.3504029608389883,14.62,0.0,21.61,0.0,554.4866666666667,0.16921386861887366,2388.04,0.029999999999890607,155
1,38,-0.0018,-0.0002,100.0,518.67,641.93,1589.6,1399.5,14.62,21.61,554.7,2388.08,9055.27,1.3,47.27,522.42,2388.08,8136.61,8.4158,0.03,392,2388,100.0,39.06,23.4768,518.67,0.0,642.1533333333333,0.3362043029669224,1583.4766666666667,5.461175087225739,1401.3133333333335,3.67267386699826,14.62,0.0,21.61,0.0,554.62,0.08544003744934668,2388.0533333333333,0.03785938897162206,154
1,39,-0.003,-0.0001,100.0,518.67,642.01,1583.21,1400.69,14.62,21.61,553.97,2388.02,9051.76,1.3,47.12,522.23,2388.05,8131.81,8.414,0.03,392,2388,100.0,38.7,23.3699,518.67,0.0,641.9766666666666,0.04163331999180454,1583.9733333333334,5.286495373433556,1399.6966666666667,0.9110616517732867,14.62,0.0,21.61,0.0,554.4333333333333,0.4027819923147973,2388.056666666667,0.032145502536419436,153
1,40,-0.0,-0.0004,100.0,518.67,642.24,1582.08,1401.77,14.62,21.61,554.57,2388.06,9052.98,1.3,47.33,521.84,2388.01,8131.03,8.3784,0.03,392,2388,100.0,38.84,23.3769,518.67,0.0,642.06,0.16093476939482454,1584.9633333333331,4.055025688369027,1400.6533333333334,1.1354441128176893,14.62,0.0,21.61,0.0,554.4133333333334,0.3894012497837313,2388.0533333333333,0.03055050463284369,152
1,41,0.0033,0.0004,100.0,518.67,642.4,1591.31,1403.21,14.62,21.61,553.72,2388.06,9048.99,1.3,47.09,522.07,2388.03,8138.08,8.437,0.03,392,2388,100.0,39.13,23.4444,518.67,0.0,642.2166666666667,0.1960442127006382,1585.5333333333335,5.034544004508373,1401.89,1.2642784503421634,14.62,0.0,21.61,0.0,554.0866666666667,0.43684474740327295,2388.0466666666666,0.02309401076773632,151
1,42,0.0005,-0.0004,100.0,518.67,642.12,1584.66,1401.38,14.62,21.61,553.94,2388.08,9057.06,1.3,47.49,522.23,2388.05,8130.88,8.4137,0.03,392,2388,100.0,39.0,23.375,518.67,0.0,642.2533333333332,0.1404753833715812,1586.0166666666667,4.7622088712413895,1402.1200000000001,0.9638983348879004,14.62,0.0,21.61,0.0,554.0766666666667,0.44117267972285734,2388.066666666666,0.011547005383782014,150
1,43,-0.0027,0.0005,100.0,518.67,642.24,1591.52,1406.05,14.62,21.61,553.68,2388.03,9057.88,1.3,47.32,522.74,2388.09,8127.22,8.4068,0.03,392,2388,100.0,38.99,23.3148,518.67,0.0,642.2533333333334,0.1404753833715812,1589.1633333333332,3.9014142734812465,1403.5466666666664,2.353132663776775,14.62,0.0,21.61,0.0,553.78,0.14000000000400847,2388.056666666667,0.025166114783926836,149
1,44,-0.0001,0.0002,100.0,518.67,641.93,1586.94,1401.2,14.62,21.61,554.15,2388.04,9046.87,1.3,47.45,522.3,2388.0,8131.45,8.4201,0.03,392,2388,100.0,39.06,23.4753,518.67,0.0,642.0966666666667,0.15631165450299822,1587.7066666666667,3.4936704671915573,1402.8766666666668,2.7496605851146265,14.62,0.0,21.61,0.0,553.9233333333333,0.23544284515392377,2388.05,0.026457513110235115,148
1,45,-0.0013,-0.0,100.0,518.67,642.53,1582.42,1399.16,14.62,21.61,553.83,2388.08,9060.32,1.3,47.45,521.73,2388.05,8128.31,8.4099,0.03,393,2388,100.0,38.79,23.3943,518.67,0.0,642.2333333333333,0.30005555041257304,1586.96,4.550032966912935,1402.1366666666665,3.5392136603110718,14.62,0.0,21.61,0.0,553.8866666666667,0.24006943440228742,2388.0499999999997,0.026457513110235115,147
1,46,0.0003,0.0001,100.0,518.67,642.43,1588.29,1401.27,14.62,21.61,553.76,2388.06,9060.38,1.3,47.2,522.02,2388.08,8128.71,8.3977,0.03,393,2388,100.0,38.93,23.3745,518.67,0.0,642.2966666666666,0.3214550253664583,1585.8833333333332,3.0743508799956762,1400.5433333333333,1.1985129675277175,14.62,0.0,21.61,0.0,553.9133333333333,0.20792626898539415,2388.06,0.01999999999981128,146
1,47,0.0,0.0005,100.0,518.67,642.21,1580.32,1402.89,14.62,21.61,554.38,2388.06,9052.04,1.3,47.22,521.84,2388.05,8126.21,8.3973,0.03,392,2388,100.0,38.99,23.4873,518.67,0.0,642.39,0.16370705543726877,1583.676666666667,4.130936132807604,1401.1066666666668,1.8703564722620225,14.62,0.0,21.61,0.0,553.9900000000001,0.3395585369280164,2388.0666666666666,0.011547005383880466,145
1,48,0.0019,0.0001,100.0,518.67,641.89,1588.51,1399.16,14.62,21.61,554.02,2388.08,9045.26,1.3,47.4,521.91,2388.06,8129.99,8.4376,0.03,392,2388,100.0,38.94,23.365,518.67,0.0,642.1766666666666,0.2715388247257712,1585.7066666666667,4.666286889308336,1401.1066666666666,1.8703564722620225,14.62,0.0,21.61,0.0,554.0533333333333,0.31134118476986805,2388.0666666666666,0.011547005383782014,144
1,49,-0.0014,0.0005,100.0,518.67,642.23,1584.35,1397.76,14.62,21.61,554.23,2388.07,9050.64,1.3,47.22,521.37,2388.04,8135.48,8.4151,0.03,392,2388,100.0,39.06,23.4498,518.67,0.0,642.11,0.1907878402839127,1584.3933333333334,4.09517195406174,1399.9366666666667,2.651722710490676,14.62,0.0,21.61,0.0,554.21,0.18083141320082294,2388.0699999999997,0.0100000000000288,143
1,50,-0.0032,-0.0001,100.0,518.67,642.77,1588.49,1403.62,14.62,21.61,553.92,2388.06,9048.6,1.3,47.47,522.33,2388.09,8127.3,8.4116,0.03,392,2388,100.0,38.85,23.4106,518.67,0.0,642.2966666666666,0.4437717130838278,1587.1166666666668,2.396024485126784,1400.18,3.0602614267409542,14.62,0.0,21.61,0.0,554.0566666666666,0.15821925715264198,2388.07,0.0100000000000288,142
1,51,-0.001,0.0003,100.0,518.67,642.81,1585.54,1400.42,14.62,21.61,553.73,2388.02,9047.09,1.3,47.12,521.91,2388.05,8134.36,8.4504,0.03,393,2388,100.0,38.94,23.3651,518.67,0.0,642.6033333333334,0.3239341496864221,1586.1266666666663,2.1314392633451926,1400.6000000000001,2.9341438274220963,14.62,0.0,21.61,0.0,553.96,0.25238858928414276,2388.0499999999997,0.026457513110378347,141
1,52,0.0018,-0.0001,100.0,518.67,642.76,1583.77,1395.57,14.62,21.61,553.04,2388.04,9056.01,1.3,47.07,522.1,2388.07,8132.82,8.4539,0.03,391,2388,100.0,39.0,23.3388,518.67,0.0,642.78,0.026457513103130114,1585.9333333333334,2.384456611752399,1399.87,4.053085244600555,14.62,0.0,21.61,0.0,553.5633333333334,0.4630694692323366,2388.0400000000004,0.019999999999318636,140
1,53,0.0021,-0.0001,100.0,518.67,642.61,1579.82,1402.26,14.62,21.61,554.16,2388.05,9051.15,1.3,47.29,521.96,2388.06,8134.38,8.4418,0.03,392,2388,100.0,38.9,23.3775,518.67,0.0,642.7266666666666,0.10408329997166396,1583.0433333333333,2.9284182306043895,1399.4166666666667,3.4560140817612655,14.62,0.0,21.61,0.0,553.6433333333333,0.5650073745845455,2388.036666666667,0.015275252315538041,139
1,54,-0.0002,0.0005,100.0,518.67,642.42,1592.59,1401.2,14.62,21.61,553.95,2388.04,9056.29,1.3,47.38,522.44,2388.06,8129.95,8.4189,0.03,392,2388,100.0,38.96,23.2348,518.67,0.0,642.5966666666667,0.17039170558791567,1585.3933333333334,6.5379380031728225,1399.6766666666665,3.5957521234551812,14.62,0.0,21.61,0.0,553.7166666666667,0.5953430383692693,2388.043333333333,0.005773502689724981,138
1,55,0.0009,-0.0,100.0,518.67,642.41,1584.95,1401.58,14.62,21.61,554.45,2388.04,9048.94,1.3,47.4,522.11,2388.02,8134.1,8.4071,0.03,392,2388,100.0,39.06,23.3567,518.67,0.0,642.48,0.1126942766956635,1585.7866666666666,6.425981118345335,1401.68,0.5370288632846774,14.62,0.0,21.61,0.0,554.1866666666666,0.25106440076917597,2388.0433333333335,0.005773502689724981,137
1,56,0.0007,-0.0002,100.0,518.67,642.49,1586.33,1400.76,14.62,21.61,553.98,2388.01,9042.42,1.3,47.26,522.48,2388.04,8135.4,8.4022,0.03,391,2388,100.0,38.68,23.3408,518.67,0.0,642.4399999999999,0.04358898943539054,1587.9566666666667,4.071478028103086,1401.18,0.4103656905739803,14.62,0.0,21.61,0.0,554.1266666666667,0.28041635710803603,2388.03,0.017320508075607383,136
1,57,-0.0033,0.0,100.0,518.67,642.13,1583.67,1402.79,14.62,21.61,553.42,2388.05,9050.8,1.3,47.29,521.62,2388.08,8135.48,8.4263,0.03,392,2388,100.0,38.84,23.3567,518.67,0.0,642.3433333333334,0.1890326250503989,1584.9833333333333,1.3303132463187202,1401.71,1.0212247548903548,14.62,0.0,21.61,0.0,553.9499999999999,0.5156549233750086,2388.0333333333333,0.020816659994560473,135
1,58,-0.0014,0.0001,100.0,518.67,641.9,1590.46,1397.99,14.62,21.61,554.14,2388.09,9050.33,1.3,47.26,522.21,2388.04,8132.08,8.4319,0.03,390,2388,100.0,38.93,23.2893,518.67,0.0,642.1733333333333,0.2973774257297694,1586.82,3.4214178347573325,1400.5133333333333,2.4094881890834428,14.62,0.0,21.61,0.0,553.8466666666667,0.378065250101676,2388.0499999999997,0.039999999999693614,134
1,59,-0.0006,0.0002,100.0,518.67,642.33,1596.72,1403.51,14.62,21.61,554.62,2388.07,9050.06,1.3,47.26,521.32,2388.02,8128.81,8.4476,0.03,392,2388,100.0,38.92,23.4444,518.67,0.0,642.12,0.21517434791445525,1590.2833333333335,6.526793495532481,1401.43,3.0007998933618203,14.62,0.0,21.61,0.0,554.0600000000001,0.6039867548221333,2388.07,0.01999999999887336,133
1,60,-0.001,-0.0002,100.0,518.67,642.34,1582.75,1403.07,14.62,21.61,554.0,2388.06,9051.69,1.3,47.41,522.49,2388.03,8132.89,8.3878,0.03,393,2388,100.0,38.89,23.387,518.67,0.0,642.19,0.25119713374231695,1589.9766666666667,6.997530516784216,1401.5233333333333,3.0678548422853247,14.62,0.0,21.61,0.0,554.2533333333333,0.3251666239535843,2388.0733333333333,0.01527525231495504,132
1,61,0.0004,0.0005,100.0,518.67,642.1,1583.55,1405.52,14.62,21.61,554.09,2388.11,9050.58,1.3,47.31,522.34,2388.09,8131.66,8.4264,0.03,391,2388,100.0,38.89,23.3638,518.67,0.0,642.2566666666667,0.13576941236383622,1587.6733333333334,7.844847565971503,1404.0333333333335,1.3061521095705892,14.62,0.0,21.61,0.0,554.2366666666667,0.3350124375801671,2388.08,0.0264575131096407,131
